timestamp,platform,arch,benchmark,variant,size,threads,run,time_ms,metric,metric_name,checksum
"2026-09-14T17:22:25.642","windows","x86_64","sieve","eratosthenes",1000000,1,1,1.028000,0.0000000000,"none",78498
"2026-09-14T17:22:25.644","windows","x86_64","sieve","eratosthenes",1000000,1,2,0.895000,0.0000000000,"none",78498
"2026-09-14T17:22:25.646","windows","x86_64","sieve","eratosthenes",1000000,1,3,1.014000,0.0000000000,"none",78498
"2026-09-14T17:22:25.648","windows","x86_64","sieve","eratosthenes",1000000,1,4,0.912000,0.0000000000,"none",78498
"2026-09-14T17:22:25.649","windows","x86_64","sieve","eratosthenes",1000000,1,5,0.895000,0.0000000000,"none",78498
"2026-09-14T17:22:25.651","windows","x86_64","sieve","eratosthenes",1000000,1,6,0.895000,0.0000000000,"none",78498
"2026-09-14T17:22:25.653","windows","x86_64","sieve","eratosthenes",1000000,1,7,1.044000,0.0000000000,"none",78498
"2026-09-14T17:22:25.654","windows","x86_64","sieve","eratosthenes",1000000,1,8,0.896000,0.0000000000,"none",78498
"2026-09-14T17:22:25.656","windows","x86_64","sieve","eratosthenes",1000000,1,9,0.896000,0.0000000000,"none",78498
"2026-09-14T17:22:25.657","windows","x86_64","sieve","eratosthenes",1000000,1,10,0.927000,0.0000000000,"none",78498
"2026-09-14T17:22:25.682","windows","x86_64","sieve","eratosthenes",5000000,1,1,9.393000,0.0000000000,"none",348513
"2026-09-14T17:22:25.694","windows","x86_64","sieve","eratosthenes",5000000,1,2,9.301000,0.0000000000,"none",348513
"2026-09-14T17:22:25.708","windows","x86_64","sieve","eratosthenes",5000000,1,3,9.761000,0.0000000000,"none",348513
"2026-09-14T17:22:25.720","windows","x86_64","sieve","eratosthenes",5000000,1,4,9.553000,0.0000000000,"none",348513
"2026-09-14T17:22:25.733","windows","x86_64","sieve","eratosthenes",5000000,1,5,9.519000,0.0000000000,"none",348513
"2026-09-14T17:22:25.745","windows","x86_64","sieve","eratosthenes",5000000,1,6,9.984000,0.0000000000,"none",348513
"2026-09-14T17:22:25.759","windows","x86_64","sieve","eratosthenes",5000000,1,7,10.417000,0.0000000000,"none",348513
"2026-09-14T17:22:25.771","windows","x86_64","sieve","eratosthenes",5000000,1,8,9.665000,0.0000000000,"none",348513
"2026-09-14T17:22:25.783","windows","x86_64","sieve","eratosthenes",5000000,1,9,9.480000,0.0000000000,"none",348513
"2026-09-14T17:22:25.795","windows","x86_64","sieve","eratosthenes",5000000,1,10,9.496000,0.0000000000,"none",348513
"2026-09-14T17:22:25.849","windows","x86_64","sieve","eratosthenes",10000000,1,1,21.850000,0.0000000000,"none",664579
"2026-09-14T17:22:25.875","windows","x86_64","sieve","eratosthenes",10000000,1,2,21.099000,0.0000000000,"none",664579
"2026-09-14T17:22:25.900","windows","x86_64","sieve","eratosthenes",10000000,1,3,20.001000,0.0000000000,"none",664579
"2026-09-14T17:22:25.926","windows","x86_64","sieve","eratosthenes",10000000,1,4,21.045000,0.0000000000,"none",664579
"2026-09-14T17:22:25.953","windows","x86_64","sieve","eratosthenes",10000000,1,5,21.902000,0.0000000000,"none",664579
"2026-09-14T17:22:25.979","windows","x86_64","sieve","eratosthenes",10000000,1,6,21.379000,0.0000000000,"none",664579
"2026-09-14T17:22:26.005","windows","x86_64","sieve","eratosthenes",10000000,1,7,21.066000,0.0000000000,"none",664579
"2026-09-14T17:22:26.031","windows","x86_64","sieve","eratosthenes",10000000,1,8,21.255000,0.0000000000,"none",664579
"2026-09-14T17:22:26.056","windows","x86_64","sieve","eratosthenes",10000000,1,9,20.920000,0.0000000000,"none",664579
"2026-09-14T17:22:26.082","windows","x86_64","sieve","eratosthenes",10000000,1,10,21.405000,0.0000000000,"none",664579
"2026-09-14T17:22:26.602","windows","x86_64","sieve","eratosthenes",50000000,1,1,237.460000,0.0000000000,"none",3001134
"2026-09-14T17:22:26.883","windows","x86_64","sieve","eratosthenes",50000000,1,2,258.787000,0.0000000000,"none",3001134
"2026-09-14T17:22:27.172","windows","x86_64","sieve","eratosthenes",50000000,1,3,264.562000,0.0000000000,"none",3001134
"2026-09-14T17:22:27.461","windows","x86_64","sieve","eratosthenes",50000000,1,4,262.764000,0.0000000000,"none",3001134
"2026-09-14T17:22:27.727","windows","x86_64","sieve","eratosthenes",50000000,1,5,242.914000,0.0000000000,"none",3001134
"2026-09-14T17:22:27.988","windows","x86_64","sieve","eratosthenes",50000000,1,6,238.618000,0.0000000000,"none",3001134
"2026-09-14T17:22:28.244","windows","x86_64","sieve","eratosthenes",50000000,1,7,233.584000,0.0000000000,"none",3001134
"2026-09-14T17:22:28.518","windows","x86_64","sieve","eratosthenes",50000000,1,8,250.699000,0.0000000000,"none",3001134
"2026-09-14T17:22:28.793","windows","x86_64","sieve","eratosthenes",50000000,1,9,250.639000,0.0000000000,"none",3001134
"2026-09-14T17:22:29.080","windows","x86_64","sieve","eratosthenes",50000000,1,10,264.524000,0.0000000000,"none",3001134
"2026-09-14T17:22:29.095","windows","x86_64","quicksort","hoare",100000,1,1,6.704000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.101","windows","x86_64","quicksort","hoare",100000,1,2,6.202000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.108","windows","x86_64","quicksort","hoare",100000,1,3,6.371000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.115","windows","x86_64","quicksort","hoare",100000,1,4,6.189000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.121","windows","x86_64","quicksort","hoare",100000,1,5,6.392000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.128","windows","x86_64","quicksort","hoare",100000,1,6,6.407000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.135","windows","x86_64","quicksort","hoare",100000,1,7,6.498000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.142","windows","x86_64","quicksort","hoare",100000,1,8,6.493000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.149","windows","x86_64","quicksort","hoare",100000,1,9,6.248000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.156","windows","x86_64","quicksort","hoare",100000,1,10,6.542000,0.0000000000,"none",214723404248673
"2026-09-14T17:22:29.310","windows","x86_64","quicksort","hoare",1000000,1,1,72.500000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.387","windows","x86_64","quicksort","hoare",1000000,1,2,71.689000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.462","windows","x86_64","quicksort","hoare",1000000,1,3,70.955000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.538","windows","x86_64","quicksort","hoare",1000000,1,4,71.612000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.615","windows","x86_64","quicksort","hoare",1000000,1,5,71.556000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.692","windows","x86_64","quicksort","hoare",1000000,1,6,73.201000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.769","windows","x86_64","quicksort","hoare",1000000,1,7,72.351000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.845","windows","x86_64","quicksort","hoare",1000000,1,8,71.920000,0.0000000000,"none",2146435339453984
"2026-09-14T17:22:29.921","windows","x86_64","quicksort","hoare",1000000,1,9,72.433000,0.0000000000,"none",2146435339453984
